id,name,price,date,available,room_type,accommodates,bedrooms,beds,amenities,latitude,longitude,property_type,host_id,host_since,host_location,host_response_time,host_response_rate,host_acceptance_rate,minimum_nights,maximum_nights,number_of_reviews,review_scores_rating,reviews_per_month,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms
5481195,"Asheville's Famous ""Pink House"" Studio Apartment",116.0,2023-03-19,f,Entire home/apt,2,1.0,1.0,"[""Coffee"", ""Private backyard \u2013 Not fully fenced"", ""Hair dryer"", ""Free driveway parking on premises \u2013 2 spaces"", ""Extra pillows and blankets"", ""Under-counter Beverage Fridge refrigerator"", ""Dishes and silverware"", ""Private entrance"", ""Free street parking"", ""Essentials"", ""Fire extinguisher"", ""Dining table"", ""Wifi \u2013 30 Mbps"", ""BBQ grill: gas"", ""Luggage dropoff allowed"", ""Carbon monoxide alarm"", ""Dedicated workspace"", ""Hangers"", ""Central air conditioning"", ""Microwave"", ""Clothing storage: closet"", ""Books and reading material"", ""Long term stays allowed"", ""Central heating"", ""Hot water"", ""Room-darkening shades"", ""Wine glasses"", ""Self check-in"", ""Ceiling fan"", ""Host greets you"", ""Lockbox"", ""50\"" HDTV with standard cable, premium cable, Netflix, Fire TV"", ""Mini fridge"", ""Smoke alarm"", ""Courtyard view"", ""Coffee maker: drip coffee maker"", ""Laundromat nearby"", ""Bed linens"", ""Iron""]",35.61937,-82.55071,Entire serviced apartment,28424329,2015-02-26,"Asheville, NC",within an hour,100%,98%,1,1125,173,4.95,1.79,1,1,0,0
5506704,West Asheville walk-out apartment,63.0,2023-03-19,f,Entire home/apt,2,1.0,1.0,"[""Shampoo"", ""Hair dryer"", ""Coffee maker"", ""Cleaning products"", ""Extra pillows and blankets"", ""Private patio or balcony"", ""Cooking basics"", ""Dishes and silverware"", ""Private entrance"", ""Single level home"", ""Essentials"", ""Free parking on premises"", ""Fire extinguisher"", ""Freezer"", ""Dining table"", ""Refrigerator"", ""TV"", ""Stove"", ""Wifi"", ""Carbon monoxide alarm"", ""Conditioner"", ""Dedicated workspace"", ""Hangers"", ""Microwave"", ""Clothing storage: closet"", ""Long term stays allowed"", ""Toaster"", ""Hot water"", ""Kitchen"", ""Wine glasses"", ""First aid kit"", ""Self check-in"", ""Lockbox"", ""Smoke alarm"", ""Children\u2019s dinnerware"", ""Oven"", ""Laundromat nearby"", ""Bed linens"", ""Heating"", ""Air conditioning"", ""Iron""]",35.56809,-82.60639,Entire rental unit,28561358,2015-03-01,"Asheville, NC",within an hour,100%,100%,28,1125,108,4.86,1.11,1,1,0,0
5696919,Hidden getaway close to downtown!,120.0,2023-03-19,f,Entire home/apt,4,2.0,2.0,"[""Shampoo"", ""Coffee"", ""Hair dryer"", ""Pets allowed"", ""Dryer"", ""Cooking basics"", ""Dishes and silverware"", ""Single level home"", ""Essentials"", ""Free parking on premises"", ""Fire extinguisher"", ""Freezer"", ""Refrigerator"", ""Keypad"", ""Iron"", ""Stove"", ""Wifi"", ""Carbon monoxide alarm"", ""Hangers"", ""Microwave"", ""Patio or balcony"", ""Toaster"", ""Hot water"", ""Bathtub"", ""Kitchen"", ""First aid kit"", ""Self check-in"", ""Smoke alarm"", ""Coffee maker: drip coffee maker"", ""Oven"", ""Backyard"", ""Heating"", ""Air conditioning"", ""Free washer \u2013 In unit"", ""TV with standard cable""]",35.58304,-82.53813,Entire cottage,29536562,2015-03-17,"Asheville, NC",within a few hours,97%,90%,1,1125,430,4.86,4.45,2,2,0,0
5716399,The AshVilla- Prime West Asheville location,106.0,2023-03-19,t,Entire home/apt,4,1.0,2.0,"[""Shampoo"", ""Hair dryer"", ""Coffee maker"", ""Private patio or balcony"", ""Pets allowed"", ""Cooking basics"", ""Dishes and silverware"", ""Essentials"", ""Free parking on premises"", ""Fire extinguisher"", ""AC - split type ductless system"", ""TV"", ""Refrigerator"", ""Stove"", ""Wifi"", ""Carbon monoxide alarm"", ""Dedicated workspace"", ""Microwave"", ""Outdoor furniture"", ""Long term stays allowed"", ""Hot water"", ""Bathtub"", ""Kitchen"", ""Fire pit"", ""First aid kit"", ""Ceiling fan"", ""Self check-in"", ""Lockbox"", ""Hammock"", ""Smoke alarm"", ""Backyard - Not fully fenced"", ""Oven"", ""Heating"", ""Iron""]",35.58265,-82.58182,Entire guest suite,2392127,2012-05-16,"Asheville, NC",within a few hours,100%,93%,2,1125,222,4.61,2.33,3,3,0,0
5850649,Explore the Woods from a Quiet Apartment near Sierra Nevada,68.0,2023-03-19,f,Entire home/apt,6,1.0,4.0,"[""Shampoo"", ""Hair dryer"", ""Coffee maker"", ""Extra pillows and blankets"", ""Pets allowed"", ""Dryer"", ""Cooking basics"", ""Dishes and silverware"", ""Essentials"", ""Washer"", ""Free parking on premises"", ""Fire extinguisher"", ""Refrigerator"", ""Stove"", ""Wifi"", ""Body soap"", ""Carbon monoxide alarm"", ""Dedicated workspace"", ""Hangers"", ""Hot water kettle"", ""Microwave"", ""Patio or balcony"", ""Outdoor furniture"", ""Long term stays allowed"", ""Bathtub"", ""Kitchen"", ""First aid kit"", ""Ceiling fan"", ""Self check-in"", ""Lockbox"", ""Smoke alarm"", ""Bed linens"", ""Pack \u2019n play/Travel crib"", ""Oven"", ""Dishwasher"", ""TV with Netflix"", ""Heating"", ""Air conditioning"", ""Iron""]",35.44968,-82.5197,Entire guesthouse,30377862,2015-03-31,"Winston-Salem, NC",within an hour,100%,100%,2,91,321,4.93,3.86,1,1,0,0
5851392,Charming  Montford Apartment ~Walk Downtown,101.0,2023-03-19,t,Entire home/apt,2,1.0,1.0,"[""Shampoo"", ""Hair dryer"", ""Coffee maker"", ""Extra pillows and blankets"", ""Private patio or balcony"", ""Dryer"", ""Cooking basics"", ""Dishes and silverware"", ""Private entrance"", ""Free street parking"", ""Essentials"", ""Washer"", ""Fire extinguisher"", ""TV"", ""Stove"", ""Wifi"", ""Carbon monoxide alarm"", ""Hangers"", ""Microwave"", ""Books and reading material"", ""Toaster"", ""Hot water"", ""Kitchen"", ""First aid kit"", ""Ceiling fan"", ""Self check-in"", ""Lockbox"", ""Mini fridge"", ""Smoke alarm"", ""Oven"", ""Dishwasher"", ""Clothing storage"", ""Backyard"", ""Bed linens"", ""Heating"", ""Air conditioning"", ""Iron""]",35.59712,-82.57044,Entire guesthouse,5664205,2013-03-28,"Asheville, NC",within an hour,100%,99%,1,4,318,4.72,3.28,1,1,0,0
5868695,Buried in Woods- Full of Art/ Style,263.0,2023-03-19,t,Entire home/apt,8,4.0,4.0,"[""Shampoo"", ""Hair dryer"", ""Coffee maker"", ""Private patio or balcony"", ""Pets allowed"", ""Dryer"", ""Cooking basics"", ""Dishes and silverware"", ""Essentials"", ""Washer"", ""Free parking on premises"", ""Fire extinguisher"", ""Refrigerator"", ""Iron"", ""Stove"", ""Wifi"", ""Luggage dropoff allowed"", ""Carbon monoxide alarm"", ""Dedicated workspace"", ""Hangers"", ""Microwave"", ""Outdoor furniture"", ""Long term stays allowed"", ""Hot water"", ""Kitchen"", ""Fire pit"", ""Indoor fireplace"", ""Self check-in"", ""Lockbox"", ""Outdoor dining area"", ""Smoke alarm"", ""BBQ grill"", ""Oven"", ""Dishwasher"", ""Backyard"", ""Heating"", ""Air conditioning"", ""TV with standard cable""]",35.54909,-82.48628,Entire home,21353533,2014-09-15,"Asheville, NC",within an hour,100%,100%,4,1125,138,4.88,1.47,1,1,0,0
5947797,Private Entrance/10 Min to DT AVL/Dog Friendly,85.0,2023-03-19,f,Private room,2,1.0,1.0,"[""Shampoo"", ""Private backyard \u2013 Not fully fenced"", ""Hair dryer"", ""Coffee maker"", ""Extra pillows and blankets"", ""Pets allowed"", ""Dishes and silverware"", ""Private entrance"", ""Free street parking"", ""Essentials"", ""Shared patio or balcony"", ""Free parking on premises"", ""Garden view"", ""Refrigerator"", ""Shower gel"", ""Free dryer \u2013 In unit"", ""Wifi"", ""Luggage dropoff allowed"", ""HDTV with Amazon Prime Video, Hulu, Netflix"", ""Body soap"", ""Carbon monoxide alarm"", ""Conditioner"", ""Dedicated workspace"", ""Hangers"", ""Central air conditioning"", ""Microwave"", ""Security cameras on property"", ""Portable fans"", ""Long term stays allowed"", ""Hot water"", ""Indoor fireplace"", ""Self check-in"", ""Lockbox"", ""Lock on bedroom door"", ""Mini fridge"", ""Smoke alarm"", ""BBQ grill"", ""Bed linens"", ""Heating"", ""Free washer \u2013 In unit"", ""Iron""]",35.54977,-82.63776,Private room in guest suite,30878733,2015-04-08,"Asheville, NC",within a day,100%,100%,2,1125,101,4.96,1.24,1,0,1,0
6002814,Steps to Downtown AVL Cozy 1BR Condo,125.0,2023-03-19,t,Entire home/apt,2,1.0,1.0,"[""Electric stove"", ""Hair dryer"", ""Coffee maker"", ""Cleaning products"", ""Extra pillows and blankets"", ""Pets allowed"", ""Cooking basics"", ""Dishes and silverware"", ""Free street parking"", ""Essentials"", ""Free parking on premises"", ""Fire extinguisher"", ""Freezer"", ""Refrigerator"", ""Trader Joe\u2019s  body soap"", ""Shower gel"", ""50\"" HDTV"", ""Free dryer \u2013 In unit"", ""Wifi"", ""Dedicated workspace"", ""Hangers"", ""Central air conditioning"", ""Microwave"", ""Clothing storage: closet"", ""Hot water"", ""Bathtub"", ""Kitchen"", ""First aid kit"", ""Ceiling fan"", ""Self check-in"", ""Lockbox"", ""Stainless steel oven"", ""Smoke alarm"", ""Baking sheet"", ""Dishwasher"", ""Bed linens"", ""Heating"", ""Free washer \u2013 In unit"", ""Iron""]",35.6033,-82.55806,Entire rental unit,13033352,2014-03-11,"Asheville, NC",within an hour,100%,93%,2,1125,2,5.0,2.0,1,1,0,0
6005112,Solar House in South Asheville,59.0,2023-03-19,f,Private room,3,1.0,2.0,"[""Private pool"", ""Shampoo"", ""Coffee"", ""Private backyard \u2013 Not fully fenced"", ""Hair dryer"", ""Free driveway parking on premises \u2013 2 spaces"", ""Extra pillows and blankets"", ""Portable heater"", ""Pets allowed"", ""Cooking basics"", ""Dishes and silverware"", ""Essentials"", ""Shared patio or balcony"", ""Fire extinguisher"", ""Freezer"", ""Dining table"", ""Coffee maker: pour-over coffee"", ""Shower gel"", ""Board games"", ""Barbecue utensils"", ""Sound system"", ""Children\u2019s books and toys"", ""Indoor fireplace: wood-burning"", ""Paid washer \u2013 In building"", ""Body soap"", ""Radiant heating"", ""Carbon monoxide alarm"", ""Luggage dropoff allowed"", ""Conditioner"", ""Dedicated workspace"", ""Blender"", ""Fast wifi \u2013 215 Mbps"", ""Hangers"", ""Hot water kettle"", ""Microwave"", ""Portable fans"", ""Books and reading material"", ""Long term stays allowed"", ""Toaster"", ""Hot water"", ""Kitchen"", ""Wine glasses"", ""Record player"", ""Lock on bedroom door"", ""Mini fridge"", ""Rice maker"", ""Smoke alarm"", ""Mountain view"", ""32\"" HDTV with Netflix, premium cable"", ""Baking sheet"", ""Children\u2019s dinnerware"", ""BBQ grill"", ""Pack \u2019n play/Travel crib"", ""Oven"", ""Dishwasher"", ""Clothing storage"", ""Kenmore electric stove"", ""Bed linens"", ""Outdoor dining area"", ""Kenmore refrigerator"", ""Paid dryer \u2013 In building"", ""Iron"", ""Pocket wifi""]",35.49363,-82.51539,Private room in home,31174094,2015-04-13,"Asheville, NC",within an hour,90%,98%,2,180,73,4.74,1.39,2,0,2,0
6054250,The Rad Pad—Quiet Modern Nest 2 Blocks off Haywood Road,101.0,2023-03-19,f,Entire home/apt,2,1.0,1.0,"[""Shampoo"", ""Hair dryer"", ""Coffee maker"", ""Extra pillows and blankets"", ""Cooking basics"", ""Dishes and silverware"", ""Private entrance"", ""Single level home"", ""Essentials"", ""Free parking on premises"", ""Fire extinguisher"", ""Refrigerator"", ""TV"", ""Wifi"", ""Body soap"", ""Carbon monoxide alarm"", ""Hangers"", ""Hot water kettle"", ""Patio or balcony"", ""Outdoor furniture"", ""Smart lock"", ""Hot water"", ""Room-darkening shades"", ""Kitchen"", ""Self check-in"", ""Mini fridge"", ""Smoke alarm"", ""Oven"", ""Backyard"", ""Bed linens"", ""Heating"", ""Air conditioning"", ""Iron""]",35.57517,-82.57827,Entire loft,1826173,2012-02-28,"Asheville, NC",within an hour,100%,100%,1,30,903,4.92,9.39,1,1,0,0
6056098,Mountain Beauty/City Convenience,150.0,2023-03-19,f,Entire home/apt,2,1.0,1.0,"[""Shampoo"", ""Coffee"", ""Hair dryer"", ""Cleaning products"", ""Extra pillows and blankets"", ""Private patio or balcony"", ""Portable heater"", ""Cooking basics"", ""Dishes and silverware"", ""Private entrance"", ""Single level home"", ""Essentials"", ""Free parking on premises"", ""Fire extinguisher"", ""Freezer"", ""Garden view"", ""Refrigerator"", ""Dining table"", ""Board games"", ""Drying rack for clothing"", ""Stove"", ""Ocean view"", ""Luggage dropoff allowed"", ""Body soap"", ""Carbon monoxide alarm"", ""Dedicated workspace"", ""Blender"", ""Hangers"", ""Central air conditioning"", ""Hot water kettle"", ""Microwave"", ""Security cameras on property"", ""Portable fans"", ""Books and reading material"", ""Outdoor furniture"", ""Long term stays allowed"", ""Central heating"", ""Hot water"", ""Room-darkening shades"", ""Toaster"", ""Kitchen"", ""Wine glasses"", ""First aid kit"", ""Self check-in"", ""Wifi \u2013 12 Mbps"", ""Lockbox"", ""Coffee maker: drip coffee maker, Keurig coffee machine"", ""HDTV with Fire TV"", ""Smoke alarm"", ""Baking sheet"", ""Shared backyard \u2013 Fully fenced"", ""Oven"", ""Clothing storage"", ""Laundromat nearby"", ""Bed linens"", ""Outdoor dining area"", ""Iron""]",35.62716,-82.50869,Entire guest suite,31430181,2015-04-17,"Asheville, NC",,,91%,2,30,149,4.97,1.55,1,1,0,0
6079982,Graceful Heart Cottage,102.0,2023-03-19,t,Entire home/apt,2,1.0,2.0,"[""Shampoo"", ""Hair dryer"", ""Coffee maker"", ""Pets allowed"", ""Dryer"", ""Cooking basics"", ""Dishes and silverware"", ""Essentials"", ""Washer"", ""Free parking on premises"", ""Fire extinguisher"", ""Refrigerator"", ""Iron"", ""Stove"", ""Wifi"", ""Carbon monoxide alarm"", ""Dedicated workspace"", ""Hangers"", ""Microwave"", ""Patio or balcony"", ""Hot water"", ""Kitchen"", ""First aid kit"", ""Self check-in"", ""Lockbox"", ""Smoke alarm"", ""Oven"", ""Backyard"", ""Heating"", ""Air conditioning"", ""TV with standard cable""]",35.42342,-82.47322,Entire home,3572350,2012-09-15,"Asheville, NC",within an hour,100%,85%,1,1125,115,4.79,1.21,1,1,0,0
6145162,"Downtown Asheville, Single Room - Best Value! -#7",57.0,2023-03-19,f,Private room,1,1.0,1.0,"[""Hangers"", ""Fire extinguisher"", ""Refrigerator"", ""Dedicated workspace"", ""Security cameras on property"", ""Smoke alarm"", ""Lockbox"", ""Patio or balcony"", ""Long term stays allowed"", ""Hot water"", ""Carbon monoxide alarm"", ""Wifi"", ""Paid parking off premises"", ""Self check-in"", ""Dishes and silverware"", ""Heating"", ""Air conditioning"", ""Essentials"", ""Lock on bedroom door""]",35.59058,-82.55014,Private room in rental unit,7625694,2013-07-21,"Asheville, NC",within an hour,100%,99%,2,90,288,4.82,3.01,9,0,9,0
6170347,"Charm n Comfort: 1 mi to Biltmore Estate, 4 to DT!",51.0,2023-03-19,f,Private room,2,1.0,1.0,"[""Shampoo"", ""Hair dryer"", ""Coffee maker"", ""Extra pillows and blankets"", ""Cooking basics"", ""Dishes and silverware"", ""Free street parking"", ""Essentials"", ""Free parking on premises"", ""Fire extinguisher"", ""Refrigerator"", ""Keypad"", ""Stove"", ""Wifi"", ""Carbon monoxide alarm"", ""Hangers"", ""Microwave"", ""Patio or balcony"", ""Hot water"", ""Kitchen"", ""Indoor fireplace"", ""First aid kit"", ""Self check-in"", ""Lock on bedroom door"", ""Smoke alarm"", ""Oven"", ""Single level home"", ""Bed linens"", ""Heating"", ""Air conditioning""]",35.55061,-82.5348,Private room in bungalow,32013434,2015-04-26,"Asheville, NC",within an hour,100%,75%,1,1125,328,4.92,3.49,1,0,1,0
6180513,"Sunny, Modern Apartment in Vibrant Downtown Asheville",179.0,2023-03-19,t,Entire home/apt,4,2.0,2.0,"[""Shampoo"", ""Hair dryer"", ""Coffee maker"", ""Extra pillows and blankets"", ""Dryer"", ""Cooking basics"", ""Dishes and silverware"", ""Essentials"", ""Washer"", ""Free parking on premises"", ""Fire extinguisher"", ""Refrigerator"", ""Keypad"", ""Stove"", ""Wifi"", ""Body soap"", ""Carbon monoxide alarm"", ""TV with standard cable"", ""Dedicated workspace"", ""Hangers"", ""Hot water kettle"", ""Microwave"", ""Security cameras on property"", ""Long term stays allowed"", ""Room-darkening shades"", ""Bathtub"", ""Kitchen"", ""First aid kit"", ""Self check-in"", ""Smoke alarm"", ""Oven"", ""Dishwasher"", ""Bed linens"", ""Heating"", ""Air conditioning"", ""Iron""]",35.59437,-82.56054,Entire rental unit,32054468,2015-04-27,"Asheville, NC",within an hour,100%,100%,1,31,112,4.7,1.18,4,4,0,0
6227094,Groove Stone Getaway,119.0,2023-03-19,f,Entire home/apt,4,3.0,3.0,"[""Starter set shampoo & conditioner  shampoo"", ""Electric stove"", ""Coffee"", ""Hair dryer"", ""High chair"", ""Free driveway parking on premises \u2013 2 spaces"", ""Cleaning products"", ""Extra pillows and blankets"", ""Private patio or balcony"", ""Portable heater"", ""Pets allowed"", ""Fireplace guards"", ""Cooking basics"", ""Dishes and silverware"", ""Single level home"", ""Essentials"", ""Fire extinguisher"", ""Freezer"", ""Dining table"", ""Refrigerator"", ""Shower gel"", ""Board games"", ""Free dryer \u2013 In unit"", ""Private backyard \u2013 Fully fenced"", ""Indoor fireplace: wood-burning"", ""Wifi"", ""Carbon monoxide alarm"", ""Dedicated workspace"", ""Hangers"", ""Central air conditioning"", ""Starter set shampoo & conditioner  conditioner"", ""Microwave"", ""Hot water kettle"", ""Portable fans"", ""Clothing storage: closet, wardrobe, and dresser"", ""Books and reading material"", ""Starter body wash provided body soap"", ""Outdoor furniture"", ""Central heating"", ""Hot water"", ""Room-darkening shades"", ""Toaster"", ""Bathtub"", ""Kitchen"", ""Long term stays allowed"", ""Wine glasses"", ""First aid kit"", ""Ceiling fan"", ""Self check-in"", ""Lockbox"", ""42\"" HDTV with Amazon Prime Video, HBO Max, Netflix, Roku, DVD player"", ""Smoke alarm"", ""Mountain view"", ""Baking sheet"", ""Coffee maker: drip coffee maker"", ""Oven"", ""Dishwasher"", ""Laundromat nearby"", ""Bed linens"", ""Outdoor dining area"", ""Free washer \u2013 In unit"", ""Iron""]",35.57819,-82.47713,Entire cottage,32297877,2015-04-30,"Asheville, NC",within an hour,100%,94%,6,100,79,4.9,0.83,1,1,0,0
6234618,"West Side Loft- Cozy, Clean & Comfortable",80.0,2023-03-19,f,Entire home/apt,2,1.0,1.0,"[""Shampoo"", ""Hair dryer"", ""Coffee maker"", ""Extra pillows and blankets"", ""Dishes and silverware"", ""Free street parking"", ""Essentials"", ""Free parking on premises"", ""Fire extinguisher"", ""Refrigerator"", ""Keypad"", ""Iron"", ""Wifi"", ""Carbon monoxide alarm"", ""Hangers"", ""Microwave"", ""Hot water"", ""Kitchen"", ""First aid kit"", ""Self check-in"", ""Smoke alarm"", ""Bed linens"", ""Heating"", ""Air conditioning"", ""TV with standard cable""]",35.58215,-82.61086,Entire loft,32351091,2015-05-01,"Asheville, NC",within an hour,100%,100%,2,1125,260,4.93,2.76,1,1,0,0
6362850,Your Chic Mountain Getaway in the Forest!,65.0,2023-03-19,f,Entire home/apt,3,1.0,2.0,"[""Shampoo"", ""Hair dryer"", ""Small portable electric stove top in kitchenette.  stove"", ""Cleaning products"", ""Extra pillows and blankets"", ""Cooking basics"", ""Dishes and silverware"", ""Private entrance"", ""Essentials"", ""Fire extinguisher"", ""Freezer"", ""Garden view"", ""Refrigerator"", ""Dining table"", ""Shower gel"", ""Board games"", ""BBQ grill: gas"", ""Keypad"", ""Clothing storage: dresser and closet"", ""42\"" HDTV with DVD player"", ""Wifi"", ""Body soap"", ""Carbon monoxide alarm"", ""Conditioner"", ""Hangers"", ""Central air conditioning"", ""Hot water kettle"", ""Microwave"", ""Portable fans"", ""Patio or balcony"", ""Outdoor furniture"", ""Long term stays allowed"", ""Central heating"", ""Hot water"", ""Toaster"", ""Cleaning available during stay"", ""Kitchen"", ""Free parking on premises \u2013 2 spaces"", ""Fire pit"", ""First aid kit"", ""Self check-in"", ""Hammock"", ""Mini fridge"", ""Smoke alarm"", ""Backyard - Not fully fenced"", ""Coffee maker: drip coffee maker"", ""Single level home"", ""Bed linens"", ""Outdoor dining area"", ""Iron""]",35.51689,-82.48087,Entire guest suite,33151095,2015-05-11,United States,within an hour,100%,100%,1,30,268,4.74,2.81,6,6,0,0
